Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Year
Azad Jammu and Kashmir,Pakistan,2020-10-20,34.027401,73.947253,3498,82.0,2594.0,822.0,2020
Balochistan,Pakistan,2020-10-20,28.328491999999997,65.898403,15688,148.0,15330.0,210.0,2020
Gilgit-Baltistan,Pakistan,2020-10-20,35.792146,74.982138,4059,90.0,3714.0,255.0,2020
Islamabad,Pakistan,2020-10-20,33.665087,73.121219,18187,195.0,16807.0,1130.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-20,34.485332,72.09169,38708,1265.0,37017.0,416.0,2020
Punjab,Pakistan,2020-10-20,30.811346,72.13913199999998,101760,2310.0,97252.0,2116.0,2020
Sindh,Pakistan,2020-10-20,26.009446,68.77680699999999,142134,2583.0,135296.0,4435.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-21,34.027401,73.947253,3564,84.0,2835.0,645.0,2020
Balochistan,Pakistan,2020-10-21,28.328491999999997,65.898403,15717,148.0,15351.0,218.0,2020
Gilgit-Baltistan,Pakistan,2020-10-21,35.792146,74.982138,4091,90.0,3771.0,230.0,2020
Islamabad,Pakistan,2020-10-21,33.665087,73.121219,18309,199.0,16888.0,1222.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-21,34.485332,72.09169,38779,1265.0,37064.0,450.0,2020
Punjab,Pakistan,2020-10-21,30.811346,72.13913199999998,101936,2319.0,97271.0,2346.0,2020
Sindh,Pakistan,2020-10-21,26.009446,68.77680699999999,142348,2587.0,135494.0,4267.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-22,34.027401,73.947253,3639,84.0,2835.0,720.0,2020
Balochistan,Pakistan,2020-10-22,28.328491999999997,65.898403,15738,148.0,15375.0,215.0,2020
Gilgit-Baltistan,Pakistan,2020-10-22,35.792146,74.982138,4107,90.0,3786.0,231.0,2020
Islamabad,Pakistan,2020-10-22,33.665087,73.121219,18438,201.0,16970.0,1267.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-22,34.485332,72.09169,38810,1266.0,37122.0,422.0,2020
Punjab,Pakistan,2020-10-22,30.811346,72.13913199999998,102107,2323.0,97289.0,2495.0,2020
Sindh,Pakistan,2020-10-22,26.009446,68.77680699999999,142641,2590.0,135759.0,4292.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-23,34.027401,73.947253,3688,85.0,2835.0,768.0,2020
Balochistan,Pakistan,2020-10-23,28.328491999999997,65.898403,15767,148.0,15382.0,237.0,2020
Gilgit-Baltistan,Pakistan,2020-10-23,35.792146,74.982138,4127,90.0,3834.0,203.0,2020
Islamabad,Pakistan,2020-10-23,33.665087,73.121219,18578,205.0,17050.0,1323.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-23,34.485332,72.09169,38886,1267.0,37142.0,477.0,2020
Punjab,Pakistan,2020-10-23,30.811346,72.13913199999998,102253,2329.0,97301.0,2623.0,2020
Sindh,Pakistan,2020-10-23,26.009446,68.77680699999999,142917,2591.0,136102.0,4224.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-24,34.027401,73.947253,3748,86.0,2837.0,825.0,2020
Balochistan,Pakistan,2020-10-24,28.328491999999997,65.898403,15791,148.0,15386.0,257.0,2020
Gilgit-Baltistan,Pakistan,2020-10-24,35.792146,74.982138,4148,90.0,3853.0,205.0,2020
Islamabad,Pakistan,2020-10-24,33.665087,73.121219,18764,207.0,17176.0,1381.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-24,34.485332,72.09169,38923,1268.0,37177.0,478.0,2020
Punjab,Pakistan,2020-10-24,30.811346,72.13913199999998,102467,2334.0,97316.0,2817.0,2020
Sindh,Pakistan,2020-10-24,26.009446,68.77680699999999,143222,2594.0,136356.0,4272.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-25,34.027401,73.947253,3788,86.0,2839.0,863.0,2020
Balochistan,Pakistan,2020-10-25,28.328491999999997,65.898403,15801,148.0,15396.0,257.0,2020
Gilgit-Baltistan,Pakistan,2020-10-25,35.792146,74.982138,4167,90.0,3864.0,213.0,2020
Islamabad,Pakistan,2020-10-25,33.665087,73.121219,18921,210.0,17311.0,1400.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-25,34.485332,72.09169,39015,1269.0,37227.0,519.0,2020
Punjab,Pakistan,2020-10-25,30.811346,72.13913199999998,102677,2335.0,97336.0,3006.0,2020
Sindh,Pakistan,2020-10-25,26.009446,68.77680699999999,143526,2598.0,136518.0,4410.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-26,34.027401,73.947253,3846,87.0,3045.0,714.0,2020
Balochistan,Pakistan,2020-10-26,28.328491999999997,65.898403,15810,148.0,15435.0,227.0,2020
Gilgit-Baltistan,Pakistan,2020-10-26,35.792146,74.982138,4180,90.0,3878.0,212.0,2020
Islamabad,Pakistan,2020-10-26,33.665087,73.121219,19012,212.0,17454.0,1346.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-26,34.485332,72.09169,39043,1269.0,37261.0,513.0,2020
Punjab,Pakistan,2020-10-26,30.811346,72.13913199999998,102875,2335.0,97348.0,3192.0,2020
Sindh,Pakistan,2020-10-26,26.009446,68.77680699999999,143836,2598.0,136654.0,4584.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-27,34.027401,73.947253,3849,87.0,3045.0,717.0,2020
Balochistan,Pakistan,2020-10-27,28.328491999999997,65.898403,15839,149.0,15459.0,231.0,2020
Gilgit-Baltistan,Pakistan,2020-10-27,35.792146,74.982138,4191,91.0,3928.0,172.0,2020
Islamabad,Pakistan,2020-10-27,33.665087,73.121219,19181,213.0,17501.0,1467.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-27,34.485332,72.09169,39119,1270.0,37306.0,543.0,2020
Punjab,Pakistan,2020-10-27,30.811346,72.13913199999998,103082,2336.0,97361.0,3385.0,2020
Sindh,Pakistan,2020-10-27,26.009446,68.77680699999999,144114,2599.0,136840.0,4675.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-28,34.027401,73.947253,3889,87.0,3045.0,757.0,2020
Balochistan,Pakistan,2020-10-28,28.328491999999997,65.898403,15859,149.0,15478.0,232.0,2020
Gilgit-Baltistan,Pakistan,2020-10-28,35.792146,74.982138,4200,92.0,3939.0,169.0,2020
Islamabad,Pakistan,2020-10-28,33.665087,73.121219,19300,214.0,17547.0,1539.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-28,34.485332,72.09169,39189,1271.0,37380.0,538.0,2020
Punjab,Pakistan,2020-10-28,30.811346,72.13913199999998,103314,2342.0,97384.0,3588.0,2020
Sindh,Pakistan,2020-10-28,26.009446,68.77680699999999,144449,2604.0,137041.0,4804.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-29,34.027401,73.947253,3938,88.0,3045.0,805.0,2020
Balochistan,Pakistan,2020-10-29,28.328491999999997,65.898403,15876,149.0,15496.0,231.0,2020
Gilgit-Baltistan,Pakistan,2020-10-29,35.792146,74.982138,4211,92.0,3946.0,173.0,2020
Islamabad,Pakistan,2020-10-29,33.665087,73.121219,19454,215.0,17648.0,1591.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-29,34.485332,72.09169,39277,1273.0,37437.0,567.0,2020
Punjab,Pakistan,2020-10-29,30.811346,72.13913199999998,103587,2347.0,97410.0,3830.0,2020
Sindh,Pakistan,2020-10-29,26.009446,68.77680699999999,144765,2611.0,137656.0,4498.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-30,34.027401,73.947253,4046,89.0,3049.0,908.0,2020
Balochistan,Pakistan,2020-10-30,28.328491999999997,65.898403,15887,149.0,15522.0,216.0,2020
Gilgit-Baltistan,Pakistan,2020-10-30,35.792146,74.982138,4229,92.0,3972.0,165.0,2020
Islamabad,Pakistan,2020-10-30,33.665087,73.121219,19594,215.0,17753.0,1626.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-30,34.485332,72.09169,39361,1276.0,37463.0,622.0,2020
Punjab,Pakistan,2020-10-30,30.811346,72.13913199999998,103831,2354.0,97422.0,4055.0,2020
Sindh,Pakistan,2020-10-30,26.009446,68.77680699999999,145238,2620.0,138346.0,4272.0,2020
Azad Jammu and Kashmir,Pakistan,2020-10-31,34.027401,73.947253,4082,90.0,3249.0,743.0,2020
Balochistan,Pakistan,2020-10-31,28.328491999999997,65.898403,15896,149.0,15545.0,202.0,2020
Gilgit-Baltistan,Pakistan,2020-10-31,35.792146,74.982138,4248,92.0,3984.0,172.0,2020
Islamabad,Pakistan,2020-10-31,33.665087,73.121219,19818,217.0,17905.0,1696.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-10-31,34.485332,72.09169,39458,1276.0,37524.0,658.0,2020
Punjab,Pakistan,2020-10-31,30.811346,72.13913199999998,104016,2357.0,97431.0,4228.0,2020
Sindh,Pakistan,2020-10-31,26.009446,68.77680699999999,145475,2625.0,138428.0,4422.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-01,34.027401,73.947253,4133,92.0,3249.0,792.0,2020
Balochistan,Pakistan,2020-11-01,28.328491999999997,65.898403,15920,151.0,15553.0,216.0,2020
Gilgit-Baltistan,Pakistan,2020-11-01,35.792146,74.982138,4261,92.0,3986.0,183.0,2020
Islamabad,Pakistan,2020-11-01,33.665087,73.121219,19970,222.0,18059.0,1689.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-01,34.485332,72.09169,39564,1277.0,37583.0,704.0,2020
Punjab,Pakistan,2020-11-01,30.811346,72.13913199999998,104271,2362.0,97456.0,4453.0,2020
Sindh,Pakistan,2020-11-01,26.009446,68.77680699999999,145851,2627.0,138669.0,4555.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-02,34.027401,73.947253,4237,95.0,3360.0,782.0,2020
Balochistan,Pakistan,2020-11-02,28.328491999999997,65.898403,15954,151.0,15569.0,234.0,2020
Gilgit-Baltistan,Pakistan,2020-11-02,35.792146,74.982138,4279,92.0,3986.0,201.0,2020
Islamabad,Pakistan,2020-11-02,33.665087,73.121219,20089,222.0,18209.0,1658.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-02,34.485332,72.09169,39649,1279.0,37642.0,728.0,2020
Punjab,Pakistan,2020-11-02,30.811346,72.13913199999998,104554,2365.0,97471.0,4718.0,2020
Sindh,Pakistan,2020-11-02,26.009446,68.77680699999999,146331,2631.0,138779.0,4921.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-03,34.027401,73.947253,4330,98.0,3414.0,818.0,2020
Balochistan,Pakistan,2020-11-03,28.328491999999997,65.898403,15977,152.0,15591.0,234.0,2020
Gilgit-Baltistan,Pakistan,2020-11-03,35.792146,74.982138,4293,92.0,4017.0,184.0,2020
Islamabad,Pakistan,2020-11-03,33.665087,73.121219,20243,222.0,18261.0,1760.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-03,34.485332,72.09169,39749,1280.0,37691.0,778.0,2020
Punjab,Pakistan,2020-11-03,30.811346,72.13913199999998,104894,2372.0,97498.0,5024.0,2020
Sindh,Pakistan,2020-11-03,26.009446,68.77680699999999,146774,2633.0,138974.0,5167.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-04,34.027401,73.947253,4415,99.0,3428.0,888.0,2020
Balochistan,Pakistan,2020-11-04,28.328491999999997,65.898403,16000,152.0,15619.0,229.0,2020
Gilgit-Baltistan,Pakistan,2020-11-04,35.792146,74.982138,4306,92.0,4040.0,174.0,2020
Islamabad,Pakistan,2020-11-04,33.665087,73.121219,20471,224.0,18378.0,1869.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-04,34.485332,72.09169,39889,1281.0,37804.0,804.0,2020
Punjab,Pakistan,2020-11-04,30.811346,72.13913199999998,105197,2380.0,97515.0,5302.0,2020
Sindh,Pakistan,2020-11-04,26.009446,68.77680699999999,147295,2639.0,139276.0,5380.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-05,34.027401,73.947253,4491,104.0,3481.0,906.0,2020
Balochistan,Pakistan,2020-11-05,28.328491999999997,65.898403,16026,152.0,15633.0,241.0,2020
Gilgit-Baltistan,Pakistan,2020-11-05,35.792146,74.982138,4320,92.0,4058.0,170.0,2020
Islamabad,Pakistan,2020-11-05,33.665087,73.121219,20694,229.0,18505.0,1960.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-05,34.485332,72.09169,40022,1284.0,37823.0,915.0,2020
Punjab,Pakistan,2020-11-05,30.811346,72.13913199999998,105535,2385.0,97532.0,5618.0,2020
Sindh,Pakistan,2020-11-05,26.009446,68.77680699999999,147787,2647.0,139633.0,5507.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-06,34.027401,73.947253,4572,107.0,3505.0,960.0,2020
Balochistan,Pakistan,2020-11-06,28.328491999999997,65.898403,16033,152.0,15660.0,221.0,2020
Gilgit-Baltistan,Pakistan,2020-11-06,35.792146,74.982138,4332,92.0,4070.0,170.0,2020
Islamabad,Pakistan,2020-11-06,33.665087,73.121219,20967,231.0,18570.0,2166.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-06,34.485332,72.09169,40148,1287.0,37866.0,995.0,2020
Punjab,Pakistan,2020-11-06,30.811346,72.13913199999998,105856,2390.0,97549.0,5917.0,2020
Sindh,Pakistan,2020-11-06,26.009446,68.77680699999999,148343,2664.0,139866.0,5813.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-07,34.027401,73.947253,4652,107.0,3576.0,969.0,2020
Balochistan,Pakistan,2020-11-07,28.328491999999997,65.898403,16041,153.0,15680.0,208.0,2020
Gilgit-Baltistan,Pakistan,2020-11-07,35.792146,74.982138,4343,93.0,4084.0,166.0,2020
Islamabad,Pakistan,2020-11-07,33.665087,73.121219,21302,236.0,18786.0,2280.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-07,34.485332,72.09169,40285,1288.0,37955.0,1042.0,2020
Punjab,Pakistan,2020-11-07,30.811346,72.13913199999998,106208,2399.0,97584.0,6225.0,2020
Sindh,Pakistan,2020-11-07,26.009446,68.77680699999999,148922,2667.0,140233.0,6022.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-08,34.027401,73.947253,4703,109.0,3624.0,970.0,2020
Balochistan,Pakistan,2020-11-08,28.328491999999997,65.898403,16055,154.0,15683.0,218.0,2020
Gilgit-Baltistan,Pakistan,2020-11-08,35.792146,74.982138,4358,93.0,4096.0,169.0,2020
Islamabad,Pakistan,2020-11-08,33.665087,73.121219,21557,238.0,18971.0,2348.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-08,34.485332,72.09169,40397,1288.0,38021.0,1088.0,2020
Punjab,Pakistan,2020-11-08,30.811346,72.13913199999998,106577,2407.0,97614.0,6556.0,2020
Sindh,Pakistan,2020-11-08,26.009446,68.77680699999999,149542,2679.0,140408.0,6455.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-09,34.027401,73.947253,4758,109.0,3654.0,995.0,2020
Balochistan,Pakistan,2020-11-09,28.328491999999997,65.898403,16106,154.0,15700.0,252.0,2020
Gilgit-Baltistan,Pakistan,2020-11-09,35.792146,74.982138,4366,93.0,4114.0,159.0,2020
Islamabad,Pakistan,2020-11-09,33.665087,73.121219,21861,241.0,19120.0,2500.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-09,34.485332,72.09169,40657,1288.0,38105.0,1264.0,2020
Punjab,Pakistan,2020-11-09,30.811346,72.13913199999998,106922,2408.0,97638.0,6876.0,2020
Sindh,Pakistan,2020-11-09,26.009446,68.77680699999999,150169,2684.0,140550.0,6935.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-10,34.027401,73.947253,4830,112.0,3686.0,1032.0,2020
Balochistan,Pakistan,2020-11-10,28.328491999999997,65.898403,16152,154.0,15721.0,277.0,2020
Gilgit-Baltistan,Pakistan,2020-11-10,35.792146,74.982138,4378,93.0,4122.0,163.0,2020
Islamabad,Pakistan,2020-11-10,33.665087,73.121219,22110,244.0,19271.0,2595.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-10,34.485332,72.09169,40843,1290.0,38168.0,1385.0,2020
Punjab,Pakistan,2020-11-10,30.811346,72.13913199999998,107329,2420.0,97651.0,7258.0,2020
Sindh,Pakistan,2020-11-10,26.009446,68.77680699999999,150834,2687.0,140812.0,7335.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-11,34.027401,73.947253,4911,114.0,3712.0,1085.0,2020
Balochistan,Pakistan,2020-11-11,28.328491999999997,65.898403,16195,154.0,15743.0,298.0,2020
Gilgit-Baltistan,Pakistan,2020-11-11,35.792146,74.982138,4394,93.0,4156.0,145.0,2020
Islamabad,Pakistan,2020-11-11,33.665087,73.121219,22432,247.0,19443.0,2742.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-11,34.485332,72.09169,41069,1294.0,38342.0,1433.0,2020
Punjab,Pakistan,2020-11-11,30.811346,72.13913199999998,107831,2429.0,97672.0,7730.0,2020
Sindh,Pakistan,2020-11-11,26.009446,68.77680699999999,151352,2690.0,140997.0,7665.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-12,34.027401,73.947253,5041,116.0,3759.0,1166.0,2020
Balochistan,Pakistan,2020-11-12,28.328491999999997,65.898403,16226,154.0,15780.0,292.0,2020
Gilgit-Baltistan,Pakistan,2020-11-12,35.792146,74.982138,4409,93.0,4162.0,154.0,2020
Islamabad,Pakistan,2020-11-12,33.665087,73.121219,22765,248.0,19604.0,2913.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-12,34.485332,72.09169,41258,1302.0,38426.0,1530.0,2020
Punjab,Pakistan,2020-11-12,30.811346,72.13913199999998,108221,2438.0,97672.0,8111.0,2020
Sindh,Pakistan,2020-11-12,26.009446,68.77680699999999,152072,2704.0,141446.0,7922.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-13,34.027401,73.947253,5139,118.0,3812.0,1209.0,2020
Balochistan,Pakistan,2020-11-13,28.328491999999997,65.898403,16274,155.0,15782.0,337.0,2020
Gilgit-Baltistan,Pakistan,2020-11-13,35.792146,74.982138,4416,93.0,4183.0,140.0,2020
Islamabad,Pakistan,2020-11-13,33.665087,73.121219,23122,250.0,19808.0,3064.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-13,34.485332,72.09169,41472,1303.0,38526.0,1643.0,2020
Punjab,Pakistan,2020-11-13,30.811346,72.13913199999998,108822,2455.0,97692.0,8675.0,2020
Sindh,Pakistan,2020-11-13,26.009446,68.77680699999999,153051,2718.0,141760.0,8573.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-14,34.027401,73.947253,5261,119.0,3882.0,1260.0,2020
Balochistan,Pakistan,2020-11-14,28.328491999999997,65.898403,16328,155.0,15801.0,372.0,2020
Gilgit-Baltistan,Pakistan,2020-11-14,35.792146,74.982138,4434,93.0,4188.0,153.0,2020
Islamabad,Pakistan,2020-11-14,33.665087,73.121219,23533,253.0,20036.0,3244.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-14,34.485332,72.09169,41723,1305.0,38694.0,1724.0,2020
Punjab,Pakistan,2020-11-14,30.811346,72.13913199999998,109309,2462.0,97731.0,9116.0,2020
Sindh,Pakistan,2020-11-14,26.009446,68.77680699999999,153873,2722.0,142082.0,9069.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-15,34.027401,73.947253,5349,119.0,3945.0,1285.0,2020
Balochistan,Pakistan,2020-11-15,28.328491999999997,65.898403,16393,156.0,15817.0,420.0,2020
Gilgit-Baltistan,Pakistan,2020-11-15,35.792146,74.982138,4447,93.0,4192.0,162.0,2020
Islamabad,Pakistan,2020-11-15,33.665087,73.121219,23994,255.0,20274.0,3465.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-15,34.485332,72.09169,41990,1309.0,38824.0,1857.0,2020
Punjab,Pakistan,2020-11-15,30.811346,72.13913199999998,109993,2471.0,97756.0,9766.0,2020
Sindh,Pakistan,2020-11-15,26.009446,68.77680699999999,154738,2738.0,142417.0,9583.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-16,34.027401,73.947253,5455,121.0,4007.0,1327.0,2020
Balochistan,Pakistan,2020-11-16,28.328491999999997,65.898403,16407,156.0,15852.0,399.0,2020
Gilgit-Baltistan,Pakistan,2020-11-16,35.792146,74.982138,4452,93.0,4203.0,156.0,2020
Islamabad,Pakistan,2020-11-16,33.665087,73.121219,24218,257.0,20274.0,3687.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-16,34.485332,72.09169,42370,1311.0,39005.0,2054.0,2020
Punjab,Pakistan,2020-11-16,30.811346,72.13913199999998,110450,2475.0,97776.0,10199.0,2020
Sindh,Pakistan,2020-11-16,26.009446,68.77680699999999,155680,2747.0,142707.0,10226.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-17,34.027401,73.947253,5538,126.0,4076.0,1336.0,2020
Balochistan,Pakistan,2020-11-17,28.328491999999997,65.898403,16449,156.0,15902.0,391.0,2020
Gilgit-Baltistan,Pakistan,2020-11-17,35.792146,74.982138,4461,93.0,4207.0,161.0,2020
Islamabad,Pakistan,2020-11-17,33.665087,73.121219,24444,260.0,20498.0,3686.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-17,34.485332,72.09169,42615,1315.0,39110.0,2190.0,2020
Punjab,Pakistan,2020-11-17,30.811346,72.13913199999998,111047,2492.0,97789.0,10766.0,2020
Sindh,Pakistan,2020-11-17,26.009446,68.77680699999999,156528,2751.0,143252.0,10525.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-18,34.027401,73.947253,5640,131.0,4147.0,1362.0,2020
Balochistan,Pakistan,2020-11-18,28.328491999999997,65.898403,16529,156.0,15917.0,456.0,2020
Gilgit-Baltistan,Pakistan,2020-11-18,35.792146,74.982138,4467,93.0,4221.0,153.0,2020
Islamabad,Pakistan,2020-11-18,33.665087,73.121219,24871,263.0,20708.0,3900.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-18,34.485332,72.09169,42815,1318.0,39319.0,2178.0,2020
Punjab,Pakistan,2020-11-18,30.811346,72.13913199999998,111626,2509.0,97824.0,11293.0,2020
Sindh,Pakistan,2020-11-18,26.009446,68.77680699999999,157432,2760.0,143652.0,11020.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-19,34.027401,73.947253,5690,132.0,4210.0,1348.0,2020
Balochistan,Pakistan,2020-11-19,28.328491999999997,65.898403,16582,157.0,15942.0,483.0,2020
Gilgit-Baltistan,Pakistan,2020-11-19,35.792146,74.982138,4482,93.0,4244.0,145.0,2020
Islamabad,Pakistan,2020-11-19,33.665087,73.121219,25278,265.0,20914.0,4099.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-19,34.485332,72.09169,43052,1318.0,39462.0,2272.0,2020
Punjab,Pakistan,2020-11-19,30.811346,72.13913199999998,112284,2519.0,97846.0,11919.0,2020
Sindh,Pakistan,2020-11-19,26.009446,68.77680699999999,158559,2764.0,144056.0,11739.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-20,34.027401,73.947253,5806,134.0,4262.0,1410.0,2020
Balochistan,Pakistan,2020-11-20,28.328491999999997,65.898403,16642,158.0,15961.0,523.0,2020
Gilgit-Baltistan,Pakistan,2020-11-20,35.792146,74.982138,4494,93.0,4244.0,157.0,2020
Islamabad,Pakistan,2020-11-20,33.665087,73.121219,25719,266.0,21222.0,4231.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-20,34.485332,72.09169,43359,1319.0,39647.0,2393.0,2020
Punjab,Pakistan,2020-11-20,30.811346,72.13913199999998,112893,2811.0,97890.0,12192.0,2020
Sindh,Pakistan,2020-11-20,26.009446,68.77680699999999,159752,2780.0,144316.0,12656.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-21,34.027401,73.947253,5911,134.0,4318.0,1459.0,2020
Balochistan,Pakistan,2020-11-21,28.328491999999997,65.898403,16699,158.0,15972.0,569.0,2020
Gilgit-Baltistan,Pakistan,2020-11-21,35.792146,74.982138,4506,93.0,4266.0,147.0,2020
Islamabad,Pakistan,2020-11-21,33.665087,73.121219,26177,270.0,21486.0,4421.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-21,34.485332,72.09169,43730,1323.0,39818.0,2589.0,2020
Punjab,Pakistan,2020-11-21,30.811346,72.13913199999998,113457,2826.0,97928.0,12703.0,2020
Sindh,Pakistan,2020-11-21,26.009446,68.77680699999999,161028,2799.0,145143.0,13086.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-22,34.027401,73.947253,6000,140.0,4410.0,1450.0,2020
Balochistan,Pakistan,2020-11-22,28.328491999999997,65.898403,16744,161.0,15990.0,593.0,2020
Gilgit-Baltistan,Pakistan,2020-11-22,35.792146,74.982138,4526,94.0,4270.0,162.0,2020
Islamabad,Pakistan,2020-11-22,33.665087,73.121219,26569,278.0,21712.0,4579.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-22,34.485332,72.09169,44097,1325.0,39930.0,2842.0,2020
Punjab,Pakistan,2020-11-22,30.811346,72.13913199999998,114010,2848.0,97991.0,13171.0,2020
Sindh,Pakistan,2020-11-22,26.009446,68.77680699999999,162227,2816.0,145525.0,13886.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-23,34.027401,73.947253,6123,144.0,4498.0,1481.0,2020
Balochistan,Pakistan,2020-11-23,28.328491999999997,65.898403,16810,161.0,16031.0,618.0,2020
Gilgit-Baltistan,Pakistan,2020-11-23,35.792146,74.982138,4542,95.0,4288.0,159.0,2020
Islamabad,Pakistan,2020-11-23,33.665087,73.121219,27018,279.0,21806.0,4933.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-23,34.485332,72.09169,44599,1327.0,40235.0,3037.0,2020
Punjab,Pakistan,2020-11-23,30.811346,72.13913199999998,114508,2861.0,98019.0,13628.0,2020
Sindh,Pakistan,2020-11-23,26.009446,68.77680699999999,163329,2829.0,146008.0,14492.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-24,34.027401,73.947253,6203,147.0,4584.0,1472.0,2020
Balochistan,Pakistan,2020-11-24,28.328491999999997,65.898403,16846,163.0,16061.0,622.0,2020
Gilgit-Baltistan,Pakistan,2020-11-24,35.792146,74.982138,4558,95.0,4303.0,160.0,2020
Islamabad,Pakistan,2020-11-24,33.665087,73.121219,27555,285.0,21990.0,5280.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-24,34.485332,72.09169,44932,1330.0,40422.0,3180.0,2020
Punjab,Pakistan,2020-11-24,30.811346,72.13913199999998,115138,2879.0,98034.0,14225.0,2020
Sindh,Pakistan,2020-11-24,26.009446,68.77680699999999,164651,2845.0,146366.0,15440.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-25,34.027401,73.947253,6316,151.0,4681.0,1484.0,2020
Balochistan,Pakistan,2020-11-25,28.328491999999997,65.898403,16891,164.0,16093.0,634.0,2020
Gilgit-Baltistan,Pakistan,2020-11-25,35.792146,74.982138,4573,96.0,4317.0,160.0,2020
Islamabad,Pakistan,2020-11-25,33.665087,73.121219,27979,291.0,22138.0,5550.0,2020
Khyber Pakhtunkhwa,Pakistan,2020-11-25,34.485332,72.09169,45314,1339.0,40707.0,3268.0,2020
Punjab,Pakistan,2020-11-25,30.811346,72.13913199999998,115786,2904.0,98081.0,14801.0,2020
Sindh,Pakistan,2020-11-25,26.009446,68.77680699999999,166033,2858.0,146957.0,16218.0,2020
Azad Jammu and Kashmir,Pakistan,2020-11-26,34.027401,73.947253,6403,152.0,4782.0,1469.0,2020
Balochistan,Pakistan,2020-11-26,28.328491999999997,65.898403,16942,165.0,16153.0,624.0,2020
